date,sh600099_daily,sh600100_daily,sh600101_daily,sh600103_daily,sh600105_daily,sh600107_daily,sh600110_daily,sh600116_daily,sh600131_daily,sh600150_daily,sh600151_daily,sh600152_daily,sh600163_daily,sh600169_daily,sh600172_daily,sh600176_daily,sh600182_daily,sh600184_daily,sh600690_daily,sh600893_daily,sh600900_daily,sh601012_daily,sh601218_daily,sh688001_daily,sh688003_daily,sh688005_daily,sh688006_daily,sh688010_daily,sh688011_daily,sh688012_daily,sh688016_daily,sh688017_daily,sh688022_daily,sh688025_daily,sh688026_daily,sh688037_daily,sh688041_daily,sh688047_daily,sh688048_daily,sh688049_daily,sh688052_daily,sh688055_daily,sh688056_daily,sh688070_daily,sh688072_daily,sh688092_daily,sh688097_daily,sh688113_daily,sh688121_daily,sh688125_daily,sh688128_daily,sh688155_daily,sh688218_daily,sh688308_daily,sh688330_daily,sh688390_daily,sh688396_daily,sh688418_daily,sh688499_daily,sh688516_daily,sh688518_daily,sh688556_daily,sh688559_daily,sh688567_daily,sh688577_daily,sh688599_daily,sh688600_daily,sh688628_daily,sh688676_daily,sh688686_daily,sh688696_daily,sh688698_daily,sh688700_daily,sh688768_daily,sh688819_daily,sz000026_daily,sz000151_daily,sz000157_daily,sz000333_daily,sz000400_daily,sz000404_daily,sz000410_daily,sz000425_daily,sz000488_daily,sz000521_daily,sz000651_daily,sz300022_daily,sz300029_daily,sz300035_daily,sz300062_daily,sz300066_daily,sz300068_daily,sz300069_daily,sz300073_daily,sz300080_daily,sz300084_daily,sz300093_daily,sz300095_daily,sz300097_daily,sz300103_daily,sz300105_daily,sz300111_daily,sz300112_daily,sz300118_daily,sz300124_daily,sz300125_daily,sz300126_daily,sz300129_daily,sz300274_daily,sz300750_daily
2023-04-21,22.01,185.4,64.58,13.29,78.78,14.42,102.55,57.37,101.26,81.72,40.55,33.37,12.12,24.53,44.74,260.8,17.06,39.58,1004.71,159.87,72.5,719.98,8.98,34.95,40.92,67.49,43.51,30.35,24.13,184.0,187.08,166.74,53.23,49.11,29.98,292.35,91.39,152.0,112.02,37.26,305.67,4.66,49.52,42.34,409.0,27.17,29.09,49.75,37.57,51.8,23.68,55.09,17.33,65.97,62.52,384.59,58.03,18.02,118.68,249.03,28.17,93.41,46.26,21.0,49.1,48.47,25.41,44.2,34.41,235.13,267.34,26.66,87.88,142.85,33.13,105.53,37.74,504.39,277.39,166.65,28.22,19.17,315.19,48.84,41.32,8633.79,18.17,8.28,128.96,39.34,110.79,53.12,24.12,233.71,13.92,27.92,57.92,37.12,18.81,31.91,43.52,7.69,35.82,86.68,1500.06,73.28,21.34,51.14,747.26,407.19
2023-04-24,22.23,177.51,64.27,14.04,86.68,14.44,103.26,56.67,99.09,84.17,40.36,30.03,12.12,24.13,43.52,260.62,16.88,39.06,985.53,158.14,72.39,696.71,8.98,35.09,40.05,65.26,43.08,29.8,22.71,187.15,178.25,163.35,52.7,48.37,30.38,291.73,89.27,157.11,102.11,36.18,290.63,4.58,46.96,40.46,406.02,25.97,28.3,48.58,39.47,49.85,22.33,53.86,17.21,60.75,58.95,362.64,57.51,17.71,118.86,233.11,28.63,90.08,46.4,20.7,47.81,47.51,26.05,43.14,34.25,230.49,252.79,27.21,85.35,142.58,32.7,103.76,33.96,484.38,278.27,179.48,28.26,19.4,307.84,48.35,42.33,8690.62,18.29,7.5,128.87,39.68,113.11,51.33,24.28,226.64,13.76,27.61,58.1,36.34,18.85,31.56,43.14,7.76,35.89,82.98,1492.49,72.72,21.5,52.75,702.42,399.04
2023-04-25,21.84,191.16,63.29,13.78,80.87,14.21,99.15,56.61,100.31,83.68,40.03,27.97,12.05,23.92,41.84,255.65,16.55,38.27,980.3,154.85,72.87,673.25,8.88,33.49,38.82,62.39,40.16,28.58,22.47,179.0,174.94,155.9,49.41,45.17,28.55,295.67,98.75,173.73,97.49,34.3,281.61,4.4,45.49,39.36,398.02,25.23,27.9,46.58,39.9,46.17,24.6,51.82,16.38,56.76,50.88,351.36,57.07,16.56,112.92,230.51,27.48,88.57,45.39,20.34,45.38,46.29,25.79,42.6,33.38,218.91,247.7,26.2,83.29,134.44,32.23,104.42,31.78,488.38,281.3,170.48,27.85,20.1,305.08,47.86,46.58,8595.9,18.25,7.24,103.08,38.87,109.31,50.16,24.32,214.97,13.42,26.84,55.48,34.9,18.41,30.84,41.87,7.56,34.94,82.85,1501.53,69.96,20.88,54.05,695.97,388.0
2023-04-28,22.91,177.08,66.31,13.88,74.6,14.88,102.13,57.75,98.61,85.76,41.74,29.35,12.4,24.94,42.96,259.02,17.22,40.24,1033.04,160.2,75.32,670.56,9.17,33.52,38.43,66.85,50.32,26.34,23.8,181.45,175.97,157.55,50.44,58.91,29.12,287.37,94.15,150.58,93.42,33.33,285.67,4.41,47.3,42.66,412.49,26.08,27.99,46.87,40.1,48.88,26.52,52.04,17.67,56.6,51.08,366.48,57.53,18.34,97.19,246.92,27.97,99.3,45.8,21.44,44.43,50.16,28.63,46.44,33.69,224.08,246.26,27.67,85.05,132.71,34.47,109.54,33.96,518.8,277.05,179.32,27.65,20.1,315.19,49.13,43.11,8280.19,18.98,7.36,104.18,40.97,108.04,52.11,28.02,221.34,14.08,27.43,57.92,37.37,19.5,31.4,43.39,7.94,35.97,85.07,1509.83,73.74,22.51,57.82,765.87,420.54
2023-05-08,23.38,213.78,68.49,14.1,73.32,15.01,101.42,58.38,99.09,91.59,41.7,29.2,12.97,25.45,41.93,271.63,16.95,40.79,975.51,157.78,76.9,644.79,9.19,32.41,37.28,67.01,48.82,23.93,25.09,174.59,171.04,159.58,48.22,57.01,27.31,264.8,88.66,137.75,89.14,31.84,279.94,4.24,44.85,42.55,401.0,26.17,28.29,45.12,36.71,46.15,30.26,49.47,16.98,54.26,49.28,388.17,58.7,17.58,93.25,247.45,27.1,95.52,44.2,21.37,43.38,46.74,27.83,49.91,32.66,218.59,222.08,27.37,82.18,117.54,35.78,109.54,36.09,528.41,268.41,183.07,26.55,19.6,298.65,48.64,43.29,7284.63,19.14,7.01,104.61,41.31,106.35,51.87,27.84,215.88,13.63,27.56,56.64,37.08,20.23,33.49,42.44,7.42,35.82,81.92,1425.06,73.74,22.59,60.11,732.31,420.46
2023-05-09,23.66,214.21,67.29,13.83,68.09,14.93,101.28,58.45,97.07,91.95,42.22,28.56,12.85,25.34,40.91,268.26,16.78,40.3,970.28,157.93,78.31,635.18,9.05,37.91,36.89,65.04,47.05,23.58,24.21,167.8,167.92,160.39,46.2,58.51,26.91,251.37,88.9,140.7,86.39,31.44,270.59,4.17,40.6,40.7,375.0,25.66,28.96,45.34,37.27,44.94,29.5,47.29,16.11,51.47,48.36,371.26,59.27,16.79,90.93,243.86,25.7,90.73,42.3,20.63,42.2,46.75,26.35,47.76,30.25,207.78,217.33,26.28,79.31,125.34,35.43,109.35,36.42,526.01,267.39,184.5,26.26,19.2,292.22,49.13,43.65,7297.26,18.82,6.65,104.61,40.16,103.39,50.76,27.09,209.72,13.68,27.16,54.67,36.3,19.91,32.37,42.82,7.31,34.6,79.6,1411.62,70.88,22.2,58.69,727.56,411.39
2023-05-10,23.85,207.8,67.59,13.99,66.69,14.91,103.4,58.32,96.06,90.2,41.89,29.26,13.2,25.34,41.19,267.73,17.13,40.53,986.84,155.99,77.07,642.48,9.19,38.23,37.17,65.63,47.93,23.75,24.48,166.7,168.13,165.45,46.66,58.77,27.81,248.47,77.49,137.6,86.53,31.37,280.61,4.2,41.52,41.06,364.72,26.19,29.6,46.0,36.16,45.81,30.76,48.22,16.27,52.13,48.65,372.49,60.06,18.59,92.91,243.77,26.73,91.34,43.05,21.34,42.19,46.8,27.94,48.45,31.41,210.3,212.81,27.06,95.17,118.5,35.86,112.33,37.03,522.8,270.32,192.63,26.51,19.54,285.79,49.52,43.83,7280.42,18.98,6.7,106.47,44.02,105.29,52.63,27.09,218.16,13.89,27.11,56.3,36.5,20.12,32.98,43.2,7.24,34.98,81.31,1404.78,71.71,22.35,63.02,746.17,423.58
2023-05-11,24.01,197.14,68.42,14.04,65.88,15.12,103.97,58.64,95.48,87.71,41.6,29.57,13.2,25.34,41.0,263.11,17.35,40.2,975.07,154.67,78.48,649.02,9.21,38.84,36.28,66.85,48.42,23.4,24.56,167.91,171.4,165.52,46.61,58.92,27.74,249.15,75.95,140.58,85.39,32.9,274.6,4.22,41.57,40.83,378.52,26.4,29.55,45.94,35.0,45.93,28.99,49.94,16.73,51.84,48.58,376.6,60.65,20.4,91.75,244.85,26.3,91.9,42.93,21.97,44.59,46.66,27.55,46.12,32.33,211.69,220.17,27.38,100.59,119.76,35.74,114.1,36.45,521.2,270.56,192.71,26.14,19.95,294.06,49.23,42.69,7158.34,19.14,6.79,108.25,43.74,104.02,54.05,27.64,223.24,13.89,26.84,55.51,36.67,20.64,33.18,43.52,7.24,35.25,80.59,1388.9,71.99,22.66,65.55,754.73,437.93
2023-05-12,23.85,190.74,69.1,13.78,66.81,15.45,102.55,58.38,96.01,86.09,40.65,29.26,13.23,25.14,40.07,255.65,17.29,40.11,976.82,151.01,78.86,630.75,9.14,38.43,35.31,66.17,46.4,23.3,24.47,168.58,168.73,161.28,45.65,57.73,27.08,245.66,74.42,134.05,85.75,33.75,275.14,4.16,41.03,41.15,381.0,26.25,28.9,46.2,34.82,45.42,27.03,50.12,16.15,50.65,48.37,364.03,59.26,20.81,90.61,246.56,25.66,85.56,41.65,21.38,43.3,45.15,27.07,44.94,30.78,207.65,223.67,27.47,95.2,119.34,35.74,114.1,35.65,514.8,272.37,187.29,26.26,20.53,283.49,49.42,42.69,7213.07,18.94,6.6,107.32,42.32,103.6,52.68,27.05,221.34,13.52,26.48,54.0,36.13,20.67,32.47,44.03,7.18,34.6,77.88,1374.97,70.1,22.35,62.89,737.75,433.53
2023-05-15,24.1,182.42,69.25,13.83,67.16,15.09,103.54,58.26,96.91,94.7,41.22,29.72,13.32,25.45,40.25,259.38,17.36,40.47,978.56,155.58,79.17,650.56,9.24,38.12,36.33,67.46,47.61,23.37,24.41,160.16,172.39,164.34,46.57,58.06,27.75,255.71,76.5,133.35,87.65,33.91,275.6,4.2,41.86,41.58,394.0,26.49,28.63,47.32,35.69,46.14,28.6,51.24,16.39,52.46,48.7,384.18,60.36,20.88,91.97,255.16,26.6,89.83,42.87,21.59,42.76,47.49,29.23,45.06,32.4,210.45,234.92,27.94,97.07,120.89,36.96,112.99,36.39,515.6,276.12,194.79,26.43,20.91,287.16,49.42,42.27,7255.16,19.06,6.7,108.85,46.05,104.23,54.42,27.7,226.84,13.95,26.21,61.66,36.79,20.6,32.78,45.17,7.22,34.82,81.31,1402.09,72.26,22.66,67.16,791.34,434.09
2023-05-17,24.18,174.31,69.62,13.62,66.0,14.91,103.4,59.08,98.98,99.43,41.6,30.64,13.41,25.55,40.81,256.53,17.45,41.29,962.87,155.84,78.76,647.1,9.35,38.72,37.04,65.46,47.41,23.03,24.98,163.45,170.63,179.84,47.41,59.7,27.89,266.61,76.83,140.49,85.83,34.03,283.12,4.28,40.98,43.55,411.0,27.26,28.19,46.92,37.38,48.08,27.43,50.65,17.25,51.41,50.95,383.98,59.8,22.95,91.24,253.94,26.58,92.51,42.55,21.62,42.33,50.21,28.15,46.91,33.73,216.58,227.06,30.38,96.84,121.53,37.37,111.87,35.26,514.0,268.46,193.11,26.75,21.66,287.16,48.84,41.32,7160.45,19.14,6.52,111.14,48.21,106.15,55.14,28.52,223.78,14.24,27.11,59.14,38.07,21.33,33.18,46.76,7.15,36.05,82.4,1434.1,73.83,23.17,69.64,794.61,437.21
2023-05-18,24.21,177.72,69.32,14.04,72.62,14.65,103.26,57.18,98.13,99.13,41.89,30.18,13.23,25.85,40.16,257.07,17.71,41.42,962.87,153.39,79.45,636.14,9.31,39.58,38.52,63.74,43.53,23.33,25.15,164.0,169.0,194.08,47.31,63.13,27.47,275.85,81.33,143.71,87.15,35.05,276.19,4.38,41.62,43.34,412.77,28.27,28.56,46.82,37.6,48.89,28.73,50.55,18.55,50.34,50.52,372.39,59.19,23.55,90.52,246.95,26.41,89.33,42.75,21.55,43.77,48.27,28.04,45.37,33.49,239.08,231.58,29.88,95.54,124.15,37.02,111.87,34.85,517.2,268.37,191.92,27.12,20.59,289.46,48.35,42.04,7227.8,19.22,6.43,109.61,47.54,109.55,54.0,28.12,221.22,14.1,27.83,56.66,38.11,22.13,34.66,46.13,7.24,37.12,81.68,1445.58,72.68,23.79,65.74,772.73,423.36
2023-05-19,24.18,172.81,68.87,13.72,69.37,14.75,102.98,56.29,97.65,96.09,41.22,30.36,13.01,25.45,40.07,258.49,18.6,41.52,975.51,153.94,78.55,633.83,9.28,39.25,38.96,63.22,43.6,23.81,25.31,163.66,176.17,194.82,48.32,59.73,28.21,273.33,80.9,147.17,104.58,36.98,280.41,4.36,42.79,42.88,411.0,29.29,29.27,46.56,37.78,51.86,27.98,50.6,18.83,50.25,51.06,367.14,59.24,20.68,91.31,247.14,26.71,90.88,43.05,21.73,44.39,46.95,27.79,46.51,33.34,241.95,231.98,32.6,94.38,122.54,37.32,110.84,33.77,505.19,272.27,189.92,27.12,21.49,284.87,48.35,43.65,7328.83,19.14,6.39,110.55,46.72,109.34,55.51,27.98,221.63,14.05,27.83,55.77,37.82,22.57,33.79,45.81,7.18,38.91,81.2,1427.01,72.96,23.91,65.93,779.05,418.99
2023-05-23,23.99,165.56,68.57,13.19,70.53,14.37,101.99,57.11,98.98,92.61,40.26,30.15,13.37,24.94,40.07,258.84,19.93,40.27,999.48,150.46,79.31,632.68,9.26,37.36,38.86,62.37,43.1,23.35,24.96,158.5,174.86,183.53,49.52,59.97,28.63,258.86,77.27,137.76,92.41,35.57,271.84,4.24,42.77,45.1,387.0,29.55,28.0,47.11,37.8,50.22,27.04,52.09,19.57,52.79,51.8,351.68,57.86,19.4,90.69,269.64,26.94,92.07,44.7,21.93,44.86,47.4,27.49,46.45,33.81,238.27,228.02,31.0,92.21,122.91,37.31,108.05,32.47,500.39,273.0,183.31,26.63,21.11,284.41,48.55,43.41,7377.24,19.38,6.54,110.46,45.23,109.55,54.29,27.82,216.96,13.95,27.56,56.55,38.23,22.83,33.08,45.68,7.2,38.49,81.85,1479.54,75.95,23.91,67.53,776.81,410.65
2023-05-24,23.96,166.2,68.34,13.19,72.62,14.24,100.99,57.37,98.24,91.95,40.31,29.9,13.25,24.84,40.44,254.05,20.21,40.17,971.59,147.16,77.9,636.71,9.21,37.2,39.04,61.93,42.74,23.86,24.81,158.58,173.24,180.74,50.4,62.83,28.36,267.7,76.83,137.13,99.39,35.68,268.97,4.29,43.55,44.76,391.86,29.43,28.1,46.75,38.01,50.91,25.47,52.16,20.31,52.52,52.11,355.75,57.62,19.98,91.36,272.31,27.66,98.15,45.14,21.8,45.2,49.8,26.79,45.4,33.61,236.98,223.81,30.32,96.87,122.44,37.52,106.65,32.42,487.58,261.53,181.0,26.51,23.22,277.06,47.86,42.69,7259.37,19.38,6.61,109.53,45.84,110.62,54.75,28.08,216.67,14.0,27.7,57.28,38.23,23.3,32.88,45.62,7.06,38.8,84.22,1470.74,81.24,24.18,66.05,796.85,410.34
2023-05-25,23.99,169.4,69.4,13.13,71.23,14.34,100.85,57.11,99.46,93.24,40.6,29.48,13.63,25.14,39.69,250.56,19.2,40.37,971.15,149.69,78.14,623.83,9.33,36.69,38.89,61.5,43.18,23.72,25.31,159.65,171.28,179.21,50.47,62.27,28.18,268.51,81.0,157.68,107.19,35.49,267.67,4.32,43.45,44.63,392.9,29.7,28.47,49.03,38.95,52.44,25.6,53.34,19.91,52.61,52.62,366.73,57.98,18.77,92.04,275.99,28.05,105.81,46.91,21.34,45.36,51.39,26.69,44.29,34.82,232.08,224.08,30.81,106.08,124.86,37.54,107.3,32.17,490.78,263.53,181.56,26.22,25.54,274.3,47.18,42.27,7227.8,19.46,6.64,110.13,47.4,112.32,56.78,28.46,214.72,14.21,28.1,59.11,38.52,23.63,33.03,46.2,7.2,38.95,89.63,1465.12,83.54,24.41,68.71,815.39,408.22
2023-05-26,24.01,175.16,69.4,13.56,73.43,14.78,97.88,57.62,99.78,92.08,44.65,29.41,13.48,25.04,39.69,250.38,20.16,40.47,965.92,148.0,77.66,605.56,9.33,37.62,38.92,60.31,43.25,24.16,25.41,164.53,170.99,188.64,50.55,64.37,28.02,273.88,86.51,161.71,103.47,36.89,267.93,4.34,43.41,44.42,407.23,29.65,28.27,49.85,38.48,52.66,25.31,52.98,20.45,52.86,52.16,352.77,57.68,19.06,92.02,271.68,27.44,100.95,46.0,21.19,45.94,49.11,26.49,44.74,33.45,237.32,223.16,30.34,106.38,127.48,37.59,107.58,31.84,494.78,264.75,180.2,26.06,24.79,273.84,47.37,42.81,7240.43,19.51,6.51,109.87,46.12,112.1,54.96,27.82,211.0,14.02,29.09,56.35,38.39,23.12,32.67,45.48,7.2,39.06,85.65,1463.66,79.72,24.49,67.16,774.63,400.77
2023-06-28,25.14,170.89,72.86,15.38,81.68,13.36,97.74,57.49,105.77,107.28,41.93,26.81,13.46,24.63,38.95,264.57,18.94,42.63,1038.71,151.89,77.38,571.55,8.74,32.11,44.77,52.38,42.56,23.6,24.96,155.5,172.62,219.39,47.01,80.36,24.4,254.94,70.03,120.4,121.58,37.24,231.79,4.02,42.98,42.63,413.99,30.14,29.41,45.77,38.0,53.48,26.92,50.1,21.75,54.64,49.66,338.91,52.53,19.65,86.36,274.16,27.42,105.81,45.27,21.65,47.59,44.18,24.84,46.39,30.6,231.31,198.18,39.88,129.21,118.38,37.97,111.63,33.41,534.81,305.9,179.45,28.41,23.98,309.07,47.18,45.34,7850.81,19.87,6.89,98.03,45.85,110.83,48.68,25.47,201.45,13.26,27.88,48.51,40.13,24.03,30.08,43.72,6.88,41.81,87.54,1555.31,77.7,24.95,60.24,793.14,408.97
2023-06-29,25.22,170.68,71.81,15.38,83.77,13.41,98.73,57.3,106.19,107.94,42.08,26.9,13.37,25.04,39.32,262.18,18.96,43.06,1026.07,151.08,76.18,562.39,8.79,35.04,46.72,52.24,43.06,24.09,26.21,155.06,181.59,227.42,50.35,85.9,25.16,252.99,68.04,116.7,122.25,36.99,227.02,4.05,44.77,45.31,412.0,30.67,30.08,46.46,37.9,55.87,27.25,54.79,22.28,57.12,51.14,327.41,53.28,20.73,87.08,279.01,27.18,104.76,46.16,21.19,48.89,43.33,25.35,49.35,30.67,249.26,196.65,41.87,131.7,117.5,38.58,113.53,36.75,540.42,303.03,180.49,28.71,24.21,314.25,46.79,45.82,7743.47,20.48,6.82,98.63,46.86,115.29,48.99,26.71,203.49,13.29,28.01,49.95,39.88,25.09,30.89,43.65,6.84,43.52,87.88,1573.51,79.12,25.3,58.57,790.0,405.33
2023-06-30,25.75,173.24,71.66,16.94,86.56,13.9,102.55,58.53,107.1,108.93,42.51,28.46,13.34,25.14,39.97,261.07,18.79,43.25,1023.46,155.27,75.94,558.88,8.86,36.29,46.84,54.57,43.52,24.69,25.99,156.45,185.29,228.83,51.28,89.01,26.1,254.88,68.3,114.79,123.89,36.99,222.86,4.09,45.22,46.2,425.97,30.68,30.36,48.01,37.4,56.18,27.19,54.6,22.46,57.69,51.49,332.11,52.86,21.16,89.57,278.16,28.26,105.49,47.01,21.59,48.8,43.93,25.56,50.22,31.25,247.01,200.19,41.03,149.78,119.07,38.67,114.67,36.17,540.42,301.9,184.9,29.0,24.26,318.48,47.37,46.24,7684.53,20.52,6.91,103.18,46.46,116.15,50.24,27.42,211.08,13.42,28.15,49.93,39.14,24.43,31.2,43.85,6.91,42.94,87.74,1578.67,77.7,25.19,59.31,793.95,416.78
2023-07-03,25.61,173.67,71.43,17.85,85.29,13.93,108.08,58.98,108.58,108.34,41.46,29.72,13.53,25.24,39.79,262.92,18.96,43.25,1015.61,157.4,76.14,562.97,8.95,37.85,45.55,55.09,43.49,24.36,25.85,153.2,184.46,204.21,48.69,85.6,25.58,249.14,69.63,116.38,119.01,36.51,223.56,4.12,45.51,46.76,420.0,30.69,29.78,47.63,36.78,55.64,26.8,53.83,20.99,54.9,51.71,351.49,53.79,20.21,90.56,282.0,27.82,107.87,49.38,22.15,47.85,40.15,25.23,48.75,34.56,236.06,201.51,39.17,151.18,115.85,38.54,115.43,37.05,539.62,302.62,183.38,28.66,23.57,315.66,47.76,46.49,7871.86,20.72,7.04,104.21,47.68,113.81,54.11,27.82,211.75,13.52,28.55,50.86,39.01,24.32,31.76,44.83,6.91,41.77,88.26,1590.72,79.17,25.07,62.52,835.89,418.77
2023-07-04,25.8,172.17,71.13,17.53,84.12,14.05,105.95,58.72,106.19,104.76,41.51,29.48,13.34,25.04,39.97,253.88,18.98,43.57,1005.58,157.66,75.9,561.8,8.95,38.81,48.22,55.48,45.08,24.78,26.23,154.33,187.47,204.33,49.93,88.04,26.0,249.48,71.18,120.08,124.62,37.27,242.44,4.15,45.71,47.33,408.99,30.8,30.4,47.19,36.2,57.1,26.7,55.48,21.37,55.6,52.53,327.33,54.36,20.55,90.79,286.37,28.55,105.21,48.58,22.11,48.36,40.28,25.79,48.5,33.26,238.54,203.07,40.2,151.09,111.06,38.56,115.43,36.39,537.22,301.8,182.9,28.45,23.54,310.48,47.47,45.88,7762.41,20.48,7.03,104.72,47.2,115.72,53.98,28.08,210.24,13.52,28.91,49.8,43.23,24.51,32.01,44.83,7.0,44.38,85.11,1625.14,78.34,25.61,60.54,817.64,417.62
2023-07-05,25.53,169.83,70.75,17.15,87.73,13.98,106.38,59.24,106.99,102.54,41.03,29.02,13.32,25.04,39.79,252.41,19.04,42.95,999.92,156.37,75.97,548.74,8.93,37.7,45.87,54.73,44.82,24.46,25.86,150.98,188.48,198.52,48.5,87.14,25.83,241.98,69.32,116.47,122.14,36.62,235.77,4.11,44.56,46.78,358.0,30.32,30.23,45.94,35.89,58.28,26.43,55.88,20.96,56.27,51.75,318.99,54.16,21.58,95.88,293.29,28.37,103.96,48.66,22.14,47.68,39.47,25.83,47.97,32.9,234.83,201.06,39.8,148.38,106.71,39.27,114.77,35.76,534.81,302.93,181.77,28.03,22.96,310.01,47.18,45.76,7777.15,20.44,6.96,103.26,46.39,117.0,52.94,27.76,209.36,13.44,28.82,49.07,42.28,24.25,32.32,44.31,6.91,43.64,84.22,1733.32,77.01,25.34,58.87,813.76,414.45
2023-07-06,25.69,171.53,70.45,17.26,93.53,13.9,104.96,58.4,104.87,102.61,40.84,28.59,13.27,24.84,39.69,251.85,18.94,43.08,993.82,155.3,75.73,543.67,8.93,36.85,45.21,54.27,44.98,24.46,25.97,150.6,192.63,193.56,47.55,86.41,26.01,237.05,69.53,116.0,125.96,37.14,237.86,4.15,44.41,46.63,351.2,30.19,31.29,46.5,35.62,58.57,26.3,56.4,21.01,57.09,51.68,337.66,53.91,21.84,93.65,286.01,28.55,103.94,48.55,22.15,47.53,39.44,25.67,47.86,33.32,235.13,201.67,40.43,151.93,104.28,39.45,114.86,35.48,533.21,299.08,180.73,28.08,23.02,310.95,47.28,45.34,7722.42,20.48,6.89,102.15,46.39,115.72,52.99,27.8,205.84,13.44,28.78,47.96,44.39,24.14,32.42,44.24,6.84,43.56,84.08,1669.15,77.01,25.42,58.25,806.0,409.61
2023-07-07,25.72,167.27,71.21,16.83,89.24,13.87,104.25,59.17,103.65,102.44,40.55,28.22,13.39,25.04,39.23,247.8,18.75,42.92,996.43,153.5,75.73,533.34,8.9,36.55,44.14,54.38,43.49,23.93,25.7,149.33,185.21,188.52,45.93,83.93,26.43,234.08,67.08,113.09,122.29,36.06,233.59,4.12,46.06,44.59,346.95,30.0,31.11,45.96,34.33,56.77,25.59,55.09,20.73,55.59,51.18,325.62,54.01,20.87,89.45,281.34,28.33,101.54,46.82,21.8,46.8,38.96,25.62,47.38,32.38,229.69,199.07,39.15,151.19,103.38,39.72,113.82,35.07,537.22,295.91,179.29,28.12,22.82,309.07,47.67,44.67,7678.22,20.64,6.91,99.57,45.71,112.96,52.52,27.74,202.4,13.5,28.51,47.03,42.69,23.85,32.06,44.63,6.84,42.2,85.0,1652.43,75.21,25.3,56.39,786.94,404.87
2023-07-10,25.72,166.63,71.58,16.3,85.17,13.87,103.69,59.17,103.81,102.74,40.88,28.49,13.37,25.24,39.13,255.54,18.64,42.88,1008.2,154.5,75.73,578.76,8.93,35.52,44.18,55.49,43.33,24.12,25.42,146.76,184.35,184.53,44.77,81.69,26.38,237.36,70.38,113.99,121.89,36.11,238.77,4.1,44.38,45.62,347.5,29.87,30.96,45.96,33.45,55.3,25.61,54.25,19.9,55.91,51.34,336.35,53.9,21.6,87.57,277.63,28.63,101.94,47.51,22.2,46.43,40.0,25.29,47.66,32.5,225.53,198.19,37.08,147.5,102.73,39.25,113.53,35.2,532.41,290.17,180.41,29.75,22.56,308.13,47.57,44.13,7718.21,20.64,6.89,101.46,45.85,110.83,54.08,27.46,210.41,13.63,28.33,47.91,40.29,23.7,31.76,44.31,6.84,40.76,87.37,1624.4,78.25,24.99,56.82,801.58,416.8
2023-07-11,26.16,166.41,71.81,16.3,84.7,13.98,103.97,58.92,104.23,102.41,40.84,28.4,13.34,25.34,39.97,257.57,19.12,43.05,1017.35,155.75,75.73,569.99,9.0,35.66,45.74,55.12,43.98,24.37,25.97,148.48,189.64,188.81,46.02,84.4,26.47,235.19,77.84,116.0,124.79,37.63,246.28,4.17,45.03,46.25,342.9,29.82,30.54,46.42,32.81,55.56,25.76,55.04,20.35,57.87,52.37,341.88,54.26,20.73,88.47,276.8,28.39,99.87,48.06,22.28,48.09,39.56,25.38,48.94,33.17,230.14,203.03,36.87,147.62,103.59,39.89,115.91,35.29,539.62,290.32,185.7,29.21,22.64,308.6,47.76,44.37,7806.61,20.72,6.79,101.46,47.27,110.62,53.59,28.02,212.13,13.76,28.6,47.65,40.92,24.22,31.76,44.96,6.95,41.38,85.72,1685.13,77.19,25.3,56.57,797.76,417.33
2023-07-12,25.67,157.88,71.43,15.6,77.73,13.82,102.84,58.53,107.1,100.16,40.5,27.85,13.27,25.04,39.13,252.59,19.01,42.39,1010.38,152.55,76.21,595.52,8.9,34.61,46.9,54.57,44.0,23.69,25.38,142.68,181.67,184.23,44.58,83.5,25.9,226.33,74.98,109.95,116.05,36.97,238.52,4.12,43.72,44.69,330.1,29.12,30.42,45.82,32.55,55.11,25.5,54.61,19.61,61.72,52.46,355.27,54.41,17.69,85.95,283.17,27.79,100.71,48.14,22.54,47.44,39.78,25.05,47.31,32.84,223.89,199.41,35.62,138.92,100.79,40.57,113.63,34.13,531.61,292.53,185.7,28.5,22.53,307.19,47.37,43.1,7833.97,20.44,6.74,100.51,48.02,110.19,53.85,27.74,212.51,13.6,28.24,47.1,39.84,23.63,31.5,44.83,6.77,39.78,85.76,1673.82,76.82,24.99,56.95,805.73,413.51
2023-07-13,25.61,161.51,71.58,15.76,79.71,13.98,103.69,58.59,106.19,101.58,40.55,28.03,13.34,25.24,39.32,255.54,19.01,42.39,1016.48,153.47,77.18,597.86,8.98,34.72,47.65,54.34,44.58,24.07,25.34,144.55,181.68,189.8,44.98,87.29,25.78,231.61,76.98,109.65,119.04,38.05,242.33,4.19,43.01,44.45,334.2,29.83,32.27,46.37,32.42,55.38,25.8,54.19,19.79,60.41,53.35,367.22,54.91,18.22,86.81,287.18,27.32,101.2,47.85,22.58,47.62,39.74,24.75,47.13,32.47,220.65,199.07,35.8,137.59,103.88,41.12,115.15,34.43,535.61,296.16,188.27,28.66,22.85,316.13,47.86,42.67,7833.97,20.36,6.78,101.72,48.56,110.4,53.22,28.14,211.59,13.87,28.42,48.07,40.29,23.78,31.5,44.63,6.79,40.21,89.11,1663.25,77.93,24.99,58.25,809.13,418.99
